zlag_obs,ν_obs
-0.02653310845949746,0.09562315350895442
-0.015904087859404375,0.033485775058006394
-0.01554922034432224,-0.019829911593732524
-0.03629125883301511,-0.047775328950999146
-0.04001731813352083,-0.02430878229586607
0.007231650325648236,0.08151096494738896
0.008563919738497567,0.026507543859160765
0.03017715781063753,0.09943758537763271
0.025918719623986335,0.04364614493426238
0.017306653158228782,0.20697752738165523
0.06310374127976631,0.10490806349433644
0.10610735289346163,0.08668102597469785
0.18309176605843208,-0.03123038674838033
0.14512348649281012,0.06588560494770306
0.15968968303656356,0.2010352643835101
0.0953220524110246,0.29902341900186635
0.03391849646597281,0.29153047121501197
0.00924124539366034,0.31709126880880917
0.021482608134243773,0.30191462955796927
